M.,HENTSCH,Bernard,délégué titulaire de,BEINHEIM
Mme,CLAUSS,Danièle,délégué titulaire de,BEINHEIM
M.,BUSCH,Jean-Louis,délégué titulaire de,BEINHEIM
Mme,WIEDENBERGER,Marie,délégué titulaire de,BEINHEIM
M.,STRASSER,Jean-Louis,délégué titulaire de,BEINHEIM
Mme,METZINGER,Estelle,suppléant,BEINHEIM
M.,TIMMEL,Yannick,suppléant,BEINHEIM
Mme,SCHNEIDER,Régine,suppléant,BEINHEIM
M.,CHRISTMANN,Jacques,délégué titulaire de,BELLEFOSSE
M.,HAUSCHKA,Philippe,suppléant,BELLEFOSSE
M.,WEILBACHER,Guillaume,suppléant,BELLEFOSSE
Mme,TRITSCHLER,Marie,suppléant,BELLEFOSSE
M.,HAZEMANN,Guy,délégué titulaire de,BELMONT
M.,LOUX,Philippe,suppléant,BELMONT
M.,BERNARD,Jean Charles,suppléant,BELMONT
Mme,LIGNEL,Nicole,suppléant,BELMONT
M.,WOLFARTH,Jacky,délégué titulaire de,BENFELD
Mme,GILG,Lucienne,délégué titulaire de,BENFELD
M.,SAAS,Jean-Marc,délégué titulaire de,BENFELD
Mme,PAJOLE,Mona,délégué titulaire de,BENFELD
M.,LEFEBVRE,Bruno,délégué titulaire de,BENFELD
Mme,GARBACIAK,Nathalie,délégué titulaire de,BENFELD
M.,BOUTONNET,Bernard,délégué titulaire de,BENFELD
Mme,GUIMIER,Stéphanie,délégué titulaire de,BENFELD
M.,GSELL,Benoît,délégué titulaire de,BENFELD
Mme,SCHWARTZ,Florence,délégué titulaire de,BENFELD
M.,RIEFFEL,Guy,délégué titulaire de,BENFELD
Mme,DE MONTIGNY,Elisabeth,délégué titulaire de,BENFELD
M.,SITTLER,Christian,délégué titulaire de,BENFELD
Mme,GINTZ,Anne Marie,délégué titulaire de,BENFELD
M.,FURST,Christophe,délégué titulaire de,BENFELD
Mme,VAUTIER-ROBEIN,Christine,suppléant,BENFELD
M.,WALTER,Daniel,suppléant,BENFELD
Mme,MULLER,Marie-Paule,suppléant,BENFELD
M.,GARCIA,Erik,suppléant,BENFELD
Mme,VAN THOM,Nathalie,suppléant,BENFELD
M.,NICKLES,Jean-Pierre,délégué titulaire de,BERG
Mme,BACHMANN,Irène,suppléant,BERG
M.,JOERG,Claude,suppléant,BERG
Mme,HAUSER,Céline,suppléant,BERG
M.,GOETZ,Albert,délégué titulaire de,BERGBIETEN
M.,JOST,Gérard,délégué titulaire de,BERGBIETEN
Mme,STEIN,Régine,délégué titulaire de,BERGBIETEN
Mme,LEBOUBE,Marlène,suppléant,BERGBIETEN
Mme,HARTMANN,Stéphanie,suppléant,BERGBIETEN
Mme,SCHWEBEL,Sophie,suppléant,BERGBIETEN
M.,KLEIN,Raymond,délégué titulaire de,BERNARDSWILLER
Mme,HIRTZ,Edith,délégué titulaire de,BERNARDSWILLER
M.,MOTZ,Norbert,délégué titulaire de,BERNARDSWILLER
M.,MAEDER,Pascal,suppléant,BERNARDSWILLER
Mme,RUFI,Laurence,suppléant,BERNARDSWILLER
M.,HEILIGENSTEIN,Jean-Claude,suppléant,BERNARDSWILLER
M.,PETIT,Hugues,délégué titulaire de,BERNARDVILLE
M.,MATHERN,Rémy,délégué titulaire de,BERNOLSHEIM
M.,AUBRY,Patrick,délégué titulaire de,BERNOLSHEIM
M.,HARTMANN,Michel,délégué titulaire de,BERNOLSHEIM
M.,DIERSE,Jean-Marc,suppléant,BERNOLSHEIM
M.,BARBIN,Christophe,suppléant,BERNOLSHEIM
M.,PFLUMIO,Christophe,suppléant,BERNOLSHEIM
M.,LASTHAUS,Jean-Claude,délégué titulaire de,BERSTETT
Mme,ROHFRITSCH,Anne-Marie,délégué titulaire de,BERSTETT
M.,BURGER,Joseph,délégué titulaire de,BERSTETT
Mme,ROTH,Sandrine,délégué titulaire de,BERSTETT
M.,BOHR,Freddy,délégué titulaire de,BERSTETT
Mme,MERCK,Martine,délégué titulaire de,BERSTETT
M.,LACOUR,Philippe,délégué titulaire de,BERSTETT
Mme,DIEMER,Estelle,délégué titulaire de,BERSTETT
M.,GASS,Charles,suppléant,BERSTETT
Mme,GOFFART,Patricia,suppléant,BERSTETT
M.,LUX,Pierre,suppléant,BERSTETT
Mme,ERNE HEINTZ,Valentine,suppléant,BERSTETT
M.,URBAN,Jean-Marc,suppléant,BERSTETT
Mme,BAUER,Carine,suppléant,BERSTETT
M.,JAECK,Daniel,suppléant,BERSTETT
Mme,JOST,Anne,suppléant,BERSTETT
M.,KRENCKER,Denis,suppléant,BERSTETT
Mme,GROSJEAN,Michele,suppléant,BERSTETT
M.,WALD,Willy,suppléant,BERSTETT
Mme,DAL,Marie Christine,suppléant,BERSTETT
M.,GOTTRI,Rémy,délégué titulaire de,BERSTHEIM
M.,RIPP,Alain,suppléant,BERSTHEIM
Mme,LAEMMEL,Christine,suppléant,BERSTHEIM
M.,PAUL,Fabrice,suppléant,BERSTHEIM
M.,WEISS,Adrien,délégué titulaire de,BETSCHDORF
Mme,LOGEL,Clothilde,délégué titulaire de,BETSCHDORF
M.,MOSSER,Laurent,délégué titulaire de,BETSCHDORF
Mme,KLIPFEL,Aline,délégué titulaire de,BETSCHDORF
M.,SAMTMANN,Sebastien,délégué titulaire de,BETSCHDORF
Mme,MUCKENSTURM,Christiane,délégué titulaire de,BETSCHDORF
M.,PRINTZ,Stephane,délégué titulaire de,BETSCHDORF
Mme,HUMMEL,Jeannine,délégué titulaire de,BETSCHDORF
M.,HOERR,Thierry,délégué titulaire de,BETSCHDORF
Mme,RIMELEN,Marie-France,délégué titulaire de,BETSCHDORF
M.,MATHIAS,Jean-Charles,suppléant,BETSCHDORF
Mme,BRAYE,Brigitte,suppléant,BETSCHDORF
M.,BUCHY,Martial,suppléant,BETSCHDORF
Mme,COLSON,Caroline,suppléant,BETSCHDORF
M.,KLEIBER,Jean-Georges,suppléant,BETSCHDORF
Mme,PHILIPPS,Anne-Sophie,suppléant,BETSCHDORF
M.,RIBREUX,Jerome,suppléant,BETSCHDORF
Mme,PFEIFFER,Catherine,suppléant,BETSCHDORF
M.,ANDRES,Thomas,suppléant,BETSCHDORF
Mme,GROSSE,Sabine,suppléant,BETSCHDORF
M.,WACKENHEIM,Hubert,suppléant,BETSCHDORF
Mme,PFISTER,Anne-Marie,suppléant,BETSCHDORF
M.,EGIZII,Marc,suppléant,BETSCHDORF
M.,HOLTZSCHERER,Gilbert,délégué titulaire de,BETTWILLER
M.,GRESSEL,Antoine,suppléant,BETTWILLER
M.,NEHLIG,Jean-Luc,suppléant,BETTWILLER
Mme,KIRSCH,Laurence,suppléant,BETTWILLER
Mme,CABIROL DE SAINT GEORGES,Mireille,délégué titulaire de,BIBLISHEIM
Mme,VOLLMER VEUVE BUFF,Christiane,suppléant,BIBLISHEIM
M.,ALBER,Raphäel,suppléant,BIBLISHEIM
M.,RITTER,Fabrice,suppléant,BIBLISHEIM
M.,KIEFFER,Patrick,délégué titulaire de,BIETLENHEIM
M.,BOURGASSER,Eric,suppléant,BIETLENHEIM
M.,GANGLOFF,Christian,suppléant,BIETLENHEIM
M.,MOSER,Laetitia,suppléant,BIETLENHEIM
M.,DENNI,Patrick,délégué titulaire de,BILWISHEIM
Mme,GRASS,Florence,suppléant,BILWISHEIM
M.,ERTZSCHEIDT,Christian,suppléant,BILWISHEIM
Mme,WILSIUS RÄÄS,Isabelle,suppléant,BILWISHEIM
Mme,ADOLF,Denise,délégué titulaire de,BINDERNHEIM
M.,MEMHELD,Christian,délégué titulaire de,BINDERNHEIM
M.,ADOLF,Maurice,délégué titulaire de,BINDERNHEIM
M.,BORTOT,Joseph,suppléant,BINDERNHEIM
M.,MARTIN,Daniel,suppléant,BINDERNHEIM
Mme,ANNECHINI,Emmanuelle,suppléant,BINDERNHEIM
M.,KLEIN,Dominique,délégué titulaire de,BIRKENWALD
M.,ZINGARELLI,Bruno,suppléant,BIRKENWALD
M.,GROSS,Gerard,suppléant,BIRKENWALD
M.,HALTER,Thierry,suppléant,BIRKENWALD
M.,HOERLE,Jean-Louis,délégué titulaire de,BISCHHEIM
M.,DRENSS,Hubert,délégué titulaire de,BISCHHEIM
Mme,GILLOT,Marie Bernadette,délégué titulaire de,BISCHHEIM
M.,KOCH,Patrick,délégué titulaire de,BISCHHEIM
Mme,KRAEMER,Nelly,délégué titulaire de,BISCHHEIM
M.,WEISS,Fabien,délégué titulaire de,BISCHHEIM
Mme,TISCHLER,Danielle,délégué titulaire de,BISCHHEIM
M.,KIEFFER,Jean-Claude,délégué titulaire de,BISCHHEIM
M.,LEONHARDT,Guy,délégué titulaire de,BISCHHEIM
M.,PARISOT,Bernard Yann,délégué titulaire de,BISCHHEIM
Mme,CHARRETON,Karla,délégué titulaire de,BISCHHEIM
Mme,FULLENWARTH,Nicole,délégué titulaire de,BISCHHEIM
Mme,HENNI,Pia,délégué titulaire de,BISCHHEIM
M.,KASPROWICZ,Richard,délégué titulaire de,BISCHHEIM
M.,DIEBOLD,Patrick,délégué titulaire de,BISCHHEIM
M.,BANDOL,Rene,délégué titulaire de,BISCHHEIM
Mme,GUGELMANN,Christine,délégué titulaire de,BISCHHEIM
Mme,STERN,Michele,délégué titulaire de,BISCHHEIM
M.,BOUHENDAH,Hatim,délégué titulaire de,BISCHHEIM
Mme,LATRECHE,Karima,délégué titulaire de,BISCHHEIM
Mme,LENOIR MAIA E SILVA,Claudine,délégué titulaire de,BISCHHEIM
M.,YVON,Alexis,délégué titulaire de,BISCHHEIM
M.,GEIGER,Olivier,délégué titulaire de,BISCHHEIM
Mme,DOS SANTOS ALMEIDA,Audrey,délégué titulaire de,BISCHHEIM
Mme,BSAIRI,Aurelie,délégué titulaire de,BISCHHEIM
Mme,VERHAMME,Kristelle,délégué titulaire de,BISCHHEIM
M.,SCHIMMER,Gerard,délégué titulaire de,BISCHHEIM
M.,SANCHO-ANDREO,Richard,délégué titulaire de,BISCHHEIM
Mme,ROMILLY,Annie,délégué titulaire de,BISCHHEIM
M.,SCHANN,Gerard,délégué titulaire de,BISCHHEIM
Mme,NAILI,Zoubida,délégué titulaire de,BISCHHEIM
M.,KONRATH,Ernest,délégué titulaire de,BISCHHEIM
Mme,LAFORET,Christele,délégué titulaire de,BISCHHEIM
M.,WEIL,Jean-Georges,suppléant,BISCHHEIM
Mme,BASTIAN,Bernadette,suppléant,BISCHHEIM
M.,KAYA,Marcel,suppléant,BISCHHEIM
Mme,SERGIER,Pauline,suppléant,BISCHHEIM
M.,GRAFF,Pascal,suppléant,BISCHHEIM
Mme,FRITZ,Jennifer,suppléant,BISCHHEIM
M.,HUBER,Cedric,suppléant,BISCHHEIM
Mme,NOTH,Danielle,suppléant,BISCHHEIM
Mme,NEVEUX,Francoise,suppléant,BISCHHEIM
Mme,LEONHART,Jacqueline,délégué titulaire de,BISCHHOLTZ
M.,WILLEM,Henri,suppléant,BISCHHOLTZ
M.,SPACH,Thierry,suppléant,BISCHHOLTZ
Mme,HEINTZ,Francoise,suppléant,BISCHHOLTZ
M.,LUTZ,Claude,délégué titulaire de,BISCHOFFSHEIM
Mme,GAY,Chantal,délégué titulaire de,BISCHOFFSHEIM
M.,MARQUES,Joaquim,délégué titulaire de,BISCHOFFSHEIM
Mme,SCHNOERING,Denise,délégué titulaire de,BISCHOFFSHEIM
M.,HELLER,Jean-Georges,délégué titulaire de,BISCHOFFSHEIM
Mme,IACONO,Christine,délégué titulaire de,BISCHOFFSHEIM
M.,HABERER,Richard,délégué titulaire de,BISCHOFFSHEIM
Mme,FISCHER,Marie-Rose,suppléant,BISCHOFFSHEIM
M.,BARRIERE-VARJU,Emmanuel,suppléant,BISCHOFFSHEIM
Mme,BORGHI,Nadine,suppléant,BISCHOFFSHEIM
M.,ZIMMERMANN,Patrick,suppléant,BISCHOFFSHEIM
M.,NETZER,Jean-Lucien,délégué titulaire de,BISCHWILLER
Mme,MULLER,Michèle,délégué titulaire de,BISCHWILLER
M.,GRESS,Raymond,délégué titulaire de,BISCHWILLER
Mme,GRUNDER-RUBERT,Michèle,délégué titulaire de,BISCHWILLER
M.,DATIN,Jean-Pierre,délégué titulaire de,BISCHWILLER
Mme,RECOLIN,Sabine,délégué titulaire de,BISCHWILLER
M.,BECKER,Gérard,délégué titulaire de,BISCHWILLER
Mme,KIENTZ,Cathy,délégué titulaire de,BISCHWILLER
Mme,MAIRE,Palmyre,délégué titulaire de,BISCHWILLER
M.,KAHHALI,Yves,délégué titulaire de,BISCHWILLER
M.,FRITSCH,Gustave,délégué titulaire de,BISCHWILLER
M.,MERTZ,Patrick,délégué titulaire de,BISCHWILLER
M.,BREINER,Jean-Claude,délégué titulaire de,BISCHWILLER
Mme,DE SANTO,Marie,délégué titulaire de,BISCHWILLER
M.,WIRTH,Patrick,délégué titulaire de,BISCHWILLER
M.,BRAYE,Francis,délégué titulaire de,BISCHWILLER
Mme,VOGT,Sophia,délégué titulaire de,BISCHWILLER
M.,WEISS,Gilles,délégué titulaire de,BISCHWILLER
Mme,KIEFER-VOGT,Sylvie,délégué titulaire de,BISCHWILLER
Mme,GRZESIAK,Sandrine,délégué titulaire de,BISCHWILLER
Mme,MECKES,Anne,délégué titulaire de,BISCHWILLER
M.,SONNTAG,Thierry,délégué titulaire de,BISCHWILLER
Mme,UNTEREINER,Delphine,délégué titulaire de,BISCHWILLER
Mme,SONNTAG,Lavinia,délégué titulaire de,BISCHWILLER
Mme,KARATEKIN,Ozlem,délégué titulaire de,BISCHWILLER
M.,VAN CAEMERBEKE,Maxime,délégué titulaire de,BISCHWILLER
M.,ECKERT,René,délégué titulaire de,BISCHWILLER
M.,JUNG,Jean-Jacques,délégué titulaire de,BISCHWILLER
M.,HUTTEL,Gilbert,délégué titulaire de,BISCHWILLER
Mme,MOERCKEL,Ruth,délégué titulaire de,BISCHWILLER
M.,BARTHOLOME,Maurice,délégué titulaire de,BISCHWILLER
M.,BEYROUTHY,Gabriel,délégué titulaire de,BISCHWILLER
Mme,RIFF,Elodie,délégué titulaire de,BISCHWILLER
M.,GAVARD,Patrick,suppléant,BISCHWILLER
Mme,M BAY BURN,Valérie,suppléant,BISCHWILLER
M.,MISCHLER,Christian,suppléant,BISCHWILLER
Mme,RISCHMANN,Mélanie,suppléant,BISCHWILLER
M.,MADER,Charles,suppléant,BISCHWILLER
Mme,SCHERDING,Marie-Christine,suppléant,BISCHWILLER
M.,GUTEKUNST,Michael,suppléant,BISCHWILLER
M.,GRISSMER,Jean-Paul,suppléant,BISCHWILLER
Mme,GRANDEAU,Anne,suppléant,BISCHWILLER
M.,SCHORUNG,Francis,délégué titulaire de,BISSERT
M.,REEB,Laurent,suppléant,BISSERT
M.,WEIDMANN,Constant,suppléant,BISSERT
M.,SCHLOSSER,Edouard,suppléant,BISSERT
M.,ANSTETT,François,délégué titulaire de,BITSCHOFFEN
M.,LIENHARDT,Michel,suppléant,BITSCHOFFEN
M.,DAUGER,Pierre,suppléant,BITSCHOFFEN
M.,DEUTSCH,François,suppléant,BITSCHOFFEN
Mme,HUGEL,Carmen,délégué titulaire de,BLAESHEIM
M.,BAUR,Jacques,délégué titulaire de,BLAESHEIM
Mme,MARX,Sylvie,délégué titulaire de,BLAESHEIM
M.,MANGOLD,Claude,suppléant,BLAESHEIM
Mme,CARIOU-MAECHEL,Evelyne,suppléant,BLAESHEIM
M.,SCHOTT,Nicolas,suppléant,BLAESHEIM
M.,REUTHER,Jean-Sébastien,délégué titulaire de,BLANCHERUPT
Mme,SLIPKO,Véronique,suppléant,BLANCHERUPT
Mme,SCHEIDECKER,Myriam,suppléant,BLANCHERUPT
M.,DORMOY,Jérôme,suppléant,BLANCHERUPT
M.,SOHLER,Jean-Marie,délégué titulaire de,BLIENSCHWILLER
M.,WASSLER,Etienne,suppléant,BLIENSCHWILLER
M.,SPITZ,Dominique,suppléant,BLIENSCHWILLER
Mme,KIEFFER,Claudine,suppléant,BLIENSCHWILLER
M.,KOPP,Gérard,délégué titulaire de,BOERSCH
Mme,PORTE,Fabienne,délégué titulaire de,BOERSCH
M.,GITZ,Alfred,délégué titulaire de,BOERSCH
Mme,JUNG,Colette,délégué titulaire de,BOERSCH
M.,SCHULER,Christian,délégué titulaire de,BOERSCH
Mme,RIESTERER,Martine,suppléant,BOERSCH
M.,WITTERSHEIM,Christian,suppléant,BOERSCH
Mme,FUGER,Michèle,suppléant,BOERSCH
M.,JEAN-BLAISE,Loos,délégué titulaire de,BOESENBIESEN
Mme,BOUILLE,Laurence,suppléant,BOESENBIESEN
M.,LAUFFENBURGER,Mathieu,suppléant,BOESENBIESEN
M.,KEUSCH,Jean-Jacques,suppléant,BOESENBIESEN
M.,RIEHL,Francois,délégué titulaire de,BOLSENHEIM
M.,KELLER,Jean Marie,suppléant,BOLSENHEIM
Mme,SCHMITZ,Catherine,suppléant,BOLSENHEIM
M.,ANTONI-ARRUS,Arnaud,suppléant,BOLSENHEIM
Mme,HEILBRONN,Annie,délégué titulaire de,BOOFZHEIM
M.,KLETHI,Eric,délégué titulaire de,BOOFZHEIM
Mme,HEILBRONN,Monique,délégué titulaire de,BOOFZHEIM
M.,BAUMERT,Michel,suppléant,BOOFZHEIM
Mme,GRAPIN,Anne,suppléant,BOOFZHEIM
M.,ROECKER,André,suppléant,BOOFZHEIM
M.,HEMRIT,Brice,délégué titulaire de,BOOTZHEIM
M.,BLANCKAERT,Georges,délégué titulaire de,BOOTZHEIM
M.,ROHMER,Clément,délégué titulaire de,BOOTZHEIM
M.,RUDLOFF,Pierre,suppléant,BOOTZHEIM
M.,LEIBOLT,Alexandre,suppléant,BOOTZHEIM
Mme,DOUCHE,Angélique,suppléant,BOOTZHEIM
Mme,JOST-LIENHARD,Laurence,délégué titulaire de,BOSSELSHAUSEN
M.,ERTZ,Jean-Marc,suppléant,BOSSELSHAUSEN
Mme,TROESCH,Elisabeth,suppléant,BOSSELSHAUSEN
Mme,ERTZ,Astride,suppléant,BOSSELSHAUSEN
M.,SCHAEFFER,Eric,délégué titulaire de,BOSSENDORF
M.,BECKER,Roland,suppléant,BOSSENDORF
M.,LEIBRICH,Pierre,suppléant,BOSSENDORF
M.,REINHART,François,suppléant,BOSSENDORF
M.,DELLENBACH,Marc,délégué titulaire de,BOURG-BRUCHE
M.,HAESSIG,André,suppléant,BOURG-BRUCHE
M.,HUMBERT,Jean-Paul,suppléant,BOURG-BRUCHE
M.,FONCK,Serge,suppléant,BOURG-BRUCHE
M.,KUBIAK,Patric,délégué titulaire de,BOURGHEIM
M.,CORNEC,Jacques,délégué titulaire de,BOURGHEIM
Mme,GIDEMANN,Sandrine,délégué titulaire de,BOURGHEIM
Mme,KELLER,Christine,suppléant,BOURGHEIM
M.,NOE,Pascal,suppléant,BOURGHEIM
M.,AUTHIER,Michel,suppléant,BOURGHEIM
M.,JANUS,Alain,délégué titulaire de,BOUXWILLER
Mme,ROTH,Ruth,délégué titulaire de,BOUXWILLER
M.,HEINTZ,Marc,délégué titulaire de,BOUXWILLER
Mme,HAMM,Danielle,délégué titulaire de,BOUXWILLER
M.,TOUSSAINT,Daniel,délégué titulaire de,BOUXWILLER
Mme,GOETZ,Joëlle,délégué titulaire de,BOUXWILLER
M.,MICHEL,Patrick,délégué titulaire de,BOUXWILLER
Mme,SIEFER,Astride,délégué titulaire de,BOUXWILLER
M.,RIEHL,Marc,délégué titulaire de,BOUXWILLER
Mme,CHRIST-DAPP,Marie-Christine,délégué titulaire de,BOUXWILLER
M.,MEISS,Alain,délégué titulaire de,BOUXWILLER
Mme,MEHL,Louisa,délégué titulaire de,BOUXWILLER
M.,LE GOFF,Jean-Charles,suppléant,BOUXWILLER
Mme,GATAUX,Nathalie,suppléant,BOUXWILLER
M.,MEYER,Marc,suppléant,BOUXWILLER
Mme,SCHWEITZER,Laetitia,suppléant,BOUXWILLER
M.,VEIT,Bernard,suppléant,BOUXWILLER
Mme,REIXEL,Anny,suppléant,BOUXWILLER
M.,FATH,Stéphane,suppléant,BOUXWILLER
Mme,MEHL,Elodie,suppléant,BOUXWILLER
M.,FRITSCH,Daniel,suppléant,BOUXWILLER
